seqname	miRNA_ctr1.bed	miRNA_ctr2.bed	miRNA_ctr3.bed	miRNA_trt4.bed	miRNA_trt5.bed	miRNA_trt6.bed
ID=MIMAT0000148;Alias=MIMAT0000148;Name=mmu-miR-136-5p;Derives_from=MI0000162	0	0	2	0	9	7
ID=MIMAT0000149;Alias=MIMAT0000149;Name=mmu-miR-137-3p;Derives_from=MI0000163	0	0	0	0	0	0
ID=MIMAT0000150;Alias=MIMAT0000150;Name=mmu-miR-138-5p;Derives_from=MI0000164	2	0	9	2	0	3
ID=MIMAT0000150_1;Alias=MIMAT0000150;Name=mmu-miR-138-5p;Derives_from=MI0000722	0	2	1	0	0	0
ID=MIMAT0000151;Alias=MIMAT0000151;Name=mmu-miR-140-5p;Derives_from=MI0000165	4	2	0	0	3	3
ID=MIMAT0000152;Alias=MIMAT0000152;Name=mmu-miR-140-3p;Derives_from=MI0000165	71	69	55	59	66	57
ID=MIMAT0000153;Alias=MIMAT0000153;Name=mmu-miR-141-3p;Derives_from=MI0000166	2539	2570	1089	3231	3905	3789
ID=MIMAT0000154;Alias=MIMAT0000154;Name=mmu-miR-142a-5p;Derives_from=MI0000167	622	477	202	340	470	387
ID=MIMAT0000155;Alias=MIMAT0000155;Name=mmu-miR-142a-3p;Derives_from=MI0000167	3	4	2	0	0	1
ID=MIMAT0000156;Alias=MIMAT0000156;Name=mmu-miR-144-3p;Derives_from=MI0000168	0	0	1	0	0	0
ID=MIMAT0000157;Alias=MIMAT0000157;Name=mmu-miR-145a-5p;Derives_from=MI0000169	11	22	10	12	8	20
ID=MIMAT0000158;Alias=MIMAT0000158;Name=mmu-miR-146a-5p;Derives_from=MI0000170	242	281	180	242	340	382
ID=MIMAT0000159;Alias=MIMAT0000159;Name=mmu-miR-149-5p;Derives_from=MI0000171	1	1	0	0	2	1
ID=MIMAT0000160;Alias=MIMAT0000160;Name=mmu-miR-150-5p;Derives_from=MI0000172	3	6	2	4	4	2
ID=MIMAT0000161;Alias=MIMAT0000161;Name=mmu-miR-151-3p;Derives_from=MI0000173	81	111	47	79	109	102
ID=MIMAT0000162;Alias=MIMAT0000162;Name=mmu-miR-152-3p;Derives_from=MI0000174	3	9	3	4	2	6
ID=MIMAT0000163;Alias=MIMAT0000163;Name=mmu-miR-153-3p;Derives_from=MI0000175	0	3	0	1	4	0
ID=MIMAT0000164;Alias=MIMAT0000164;Name=mmu-miR-154-5p;Derives_from=MI0000176	0	0	1	0	0	0
ID=MIMAT0000165;Alias=MIMAT0000165;Name=mmu-miR-155-5p;Derives_from=MI0000177	0	1	0	1	2	2
ID=MIMAT0000208;Alias=MIMAT0000208;Name=mmu-miR-10b-5p;Derives_from=MI0000221	18856	21834	11106	20204	22148	25260
ID=MIMAT0000209;Alias=MIMAT0000209;Name=mmu-miR-129-5p;Derives_from=MI0000585	0	0	0	0	0	0
ID=MIMAT0000209_1;Alias=MIMAT0000209;Name=mmu-miR-129-5p;Derives_from=MI0000222	1	0	1	0	0	0
ID=MIMAT0000210;Alias=MIMAT0000210;Name=mmu-miR-181a-5p;Derives_from=MI0000697	122	393	40	199	67	435
ID=MIMAT0000210_1;Alias=MIMAT0000210;Name=mmu-miR-181a-5p;Derives_from=MI0000223	221	161	200	55	310	191
ID=MIMAT0000211;Alias=MIMAT0000211;Name=mmu-miR-182-5p;Derives_from=MI0000224	1680	1390	718	1396	1536	1496
ID=MIMAT0000212;Alias=MIMAT0000212;Name=mmu-miR-183-5p;Derives_from=MI0000225	284	314	145	269	422	364
ID=MIMAT0000213;Alias=MIMAT0000213;Name=mmu-miR-184-3p;Derives_from=MI0000226	1545	1556	980	1826	1765	1987
ID=MIMAT0000214;Alias=MIMAT0000214;Name=mmu-miR-185-5p;Derives_from=MI0000227	0	1	0	0	1	0
ID=MIMAT0000215;Alias=MIMAT0000215;Name=mmu-miR-186-5p;Derives_from=MI0000228	264	188	90	205	195	137
ID=MIMAT0000216;Alias=MIMAT0000216;Name=mmu-miR-187-3p;Derives_from=MI0000229	2	0	0	1	2	1
ID=MIMAT0000217;Alias=MIMAT0000217;Name=mmu-miR-188-5p;Derives_from=MI0000230	0	0	0	0	0	3
ID=MIMAT0000218;Alias=MIMAT0000218;Name=mmu-miR-24-1-5p;Derives_from=MI0000231	2	2	0	0	0	3
ID=MIMAT0000219;Alias=MIMAT0000219;Name=mmu-miR-24-3p;Derives_from=MI0000231	7	2	0	0	1	10
ID=MIMAT0000219_1;Alias=MIMAT0000219;Name=mmu-miR-24-3p;Derives_from=MI0000572	3	8	0	3	3	2
ID=MIMAT0000220;Alias=MIMAT0000220;Name=mmu-miR-190a-5p;Derives_from=MI0000232	0	0	1	0	0	0
ID=MIMAT0000221;Alias=MIMAT0000221;Name=mmu-miR-191-5p;Derives_from=MI0000233	6131	5128	2701	5232	5972	5363
ID=MIMAT0000223;Alias=MIMAT0000223;Name=mmu-miR-193a-3p;Derives_from=MI0000235	24	9	5	8	34	9
ID=MIMAT0000224;Alias=MIMAT0000224;Name=mmu-miR-194-5p;Derives_from=MI0000236	4	0	0	1	4	0
ID=MIMAT0000224_1;Alias=MIMAT0000224;Name=mmu-miR-194-5p;Derives_from=MI0000733	5	6	3	1	0	8
ID=MIMAT0000225;Alias=MIMAT0000225;Name=mmu-miR-195a-5p;Derives_from=MI0000237	78	55	43	57	74	57
ID=MIMAT0000229;Alias=MIMAT0000229;Name=mmu-miR-199a-5p;Derives_from=MI0000713	39	83	15	12	60	52
ID=MIMAT0000229_1;Alias=MIMAT0000229;Name=mmu-miR-199a-5p;Derives_from=MI0000241	0	0	0	0	0	1
ID=MIMAT0000230;Alias=MIMAT0000230;Name=mmu-miR-199a-3p;Derives_from=MI0000713	160	192	95	104	3	30
ID=MIMAT0000230_1;Alias=MIMAT0000230;Name=mmu-miR-199a-3p;Derives_from=MI0000241	1	0	0	0	0	0
ID=MIMAT0000233;Alias=MIMAT0000233;Name=mmu-miR-200b-3p;Derives_from=MI0000243	40	53	21	36	48	52
ID=MIMAT0000234;Alias=MIMAT0000234;Name=mmu-miR-201-5p;Derives_from=MI0000244	3	2	0	4	1	2
ID=MIMAT0000235;Alias=MIMAT0000235;Name=mmu-miR-202-3p;Derives_from=MI0000245	0	2	0	0	0	0
ID=MIMAT0000236;Alias=MIMAT0000236;Name=mmu-miR-203-3p;Derives_from=MI0000246	27	48	24	52	58	40
ID=MIMAT0000237;Alias=MIMAT0000237;Name=mmu-miR-204-5p;Derives_from=MI0000247	81	53	37	59	34	32
ID=MIMAT0000238;Alias=MIMAT0000238;Name=mmu-miR-205-5p;Derives_from=MI0000248	13	28	5	15	20	11
ID=MIMAT0000239;Alias=MIMAT0000239;Name=mmu-miR-206-3p;Derives_from=MI0000249	0	0	0	0	0	0
ID=MIMAT0000240;Alias=MIMAT0000240;Name=mmu-miR-207;Derives_from=MI0000250	2	0	1	3	1	2
ID=MIMAT0000246;Alias=MIMAT0000246;Name=mmu-miR-122-5p;Derives_from=MI0000256	1	0	0	0	1	0
ID=MIMAT0000247;Alias=MIMAT0000247;Name=mmu-miR-143-3p;Derives_from=MI0000257	2490	3242	1378	1590	3488	3378
ID=MIMAT0000248;Alias=MIMAT0000248;Name=mmu-miR-30e-5p;Derives_from=MI0000259	707	489	260	393	494	390
ID=MIMAT0000249;Alias=MIMAT0000249;Name=mmu-miR-30e-3p;Derives_from=MI0000259	269	229	123	190	187	203
ID=MIMAT0000366;Alias=MIMAT0000366;Name=mmu-miR-290a-5p;Derives_from=MI0000388	0	0	0	0	0	0
ID=MIMAT0000367;Alias=MIMAT0000367;Name=mmu-miR-291a-5p;Derives_from=MI0000389	0	0	0	0	0	0
ID=MIMAT0000368;Alias=MIMAT0000368;Name=mmu-miR-291a-3p;Derives_from=MI0000389	0	0	0	0	0	0
ID=MIMAT0000369;Alias=MIMAT0000369;Name=mmu-miR-292a-5p;Derives_from=MI0000390	0	0	0	0	0	0
ID=MIMAT0000370;Alias=MIMAT0000370;Name=mmu-miR-292a-3p;Derives_from=MI0000390	0	0	0	0	0	0
ID=MIMAT0000371;Alias=MIMAT0000371;Name=mmu-miR-293-3p;Derives_from=MI0000391	0	2	0	0	0	0
ID=MIMAT0000372;Alias=MIMAT0000372;Name=mmu-miR-294-3p;Derives_from=MI0000392	0	0	0	0	1	0
ID=MIMAT0000373;Alias=MIMAT0000373;Name=mmu-miR-295-3p;Derives_from=MI0000393	5	6	0	0	0	4
ID=MIMAT0000374;Alias=MIMAT0000374;Name=mmu-miR-296-5p;Derives_from=MI0000394	18	21	10	15	19	25
ID=MIMAT0000375;Alias=MIMAT0000375;Name=mmu-miR-297a-5p;Derives_from=MI0000397	0	0	0	0	0	0
ID=MIMAT0000375_1;Alias=MIMAT0000375;Name=mmu-miR-297a-5p;Derives_from=MI0005488	0	0	0	0	0	0
ID=MIMAT0000375_2;Alias=MIMAT0000375;Name=mmu-miR-297a-5p;Derives_from=MI0005489	0	0	0	0	0	0
ID=MIMAT0000375_3;Alias=MIMAT0000375;Name=mmu-miR-297a-5p;Derives_from=MI0000395	0	0	0	0	0	0
ID=MIMAT0000376;Alias=MIMAT0000376;Name=mmu-miR-298-5p;Derives_from=MI0000398	15	9	10	13	14	15
ID=MIMAT0000377;Alias=MIMAT0000377;Name=mmu-miR-299a-5p;Derives_from=MI0000399	0	0	0	0	0	0
ID=MIMAT0000378;Alias=MIMAT0000378;Name=mmu-miR-300-3p;Derives_from=MI0000400	2	3	2	0	6	6
ID=MIMAT0000379;Alias=MIMAT0000379;Name=mmu-miR-301a-3p;Derives_from=MI0000401	100	38	34	76	67	32
ID=MIMAT0000380;Alias=MIMAT0000380;Name=mmu-miR-302a-3p;Derives_from=MI0000402	0	0	0	0	0	0
ID=MIMAT0000381;Alias=MIMAT0000381;Name=mmu-miR-34c-5p;Derives_from=MI0000403	25383	18536	11686	13197	18387	20261
ID=MIMAT0000382;Alias=MIMAT0000382;Name=mmu-miR-34b-5p;Derives_from=MI0000404	386	257	144	165	235	264
ID=MIMAT0000383;Alias=MIMAT0000383;Name=mmu-let-7d-5p;Derives_from=MI0000405	96	117	43	84	113	190
ID=MIMAT0000384;Alias=MIMAT0000384;Name=mmu-let-7d-3p;Derives_from=MI0000405	38	42	23	23	25	28
ID=MIMAT0000385;Alias=MIMAT0000385;Name=mmu-miR-106a-5p;Derives_from=MI0000406	0	0	0	0	0	0
ID=MIMAT0000386;Alias=MIMAT0000386;Name=mmu-miR-106b-5p;Derives_from=MI0000407	0	3	4	1	1	0
ID=MIMAT0000387;Alias=MIMAT0000387;Name=mmu-miR-130b-3p;Derives_from=MI0000408	19	11	5	10	12	19
ID=MIMAT0000513;Alias=MIMAT0000513;Name=mmu-miR-19b-3p;Derives_from=MI0000718	70	34	28	38	61	50
ID=MIMAT0000513_1;Alias=MIMAT0000513;Name=mmu-miR-19b-3p;Derives_from=MI0000546	1	0	0	2	0	3
ID=MIMAT0000514;Alias=MIMAT0000514;Name=mmu-miR-30c-5p;Derives_from=MI0000548	1313	975	469	764	868	648
ID=MIMAT0000514_1;Alias=MIMAT0000514;Name=mmu-miR-30c-5p;Derives_from=MI0000547	1	3	0	2	0	0
ID=MIMAT0000515;Alias=MIMAT0000515;Name=mmu-miR-30d-5p;Derives_from=MI0000549	462	417	205	298	362	302
ID=MIMAT0000516;Alias=MIMAT0000516;Name=mmu-miR-148a-3p;Derives_from=MI0000550	2995	2708	1338	1879	2316	2201
ID=MIMAT0000517;Alias=MIMAT0000517;Name=mmu-miR-192-5p;Derives_from=MI0000551	51	29	228	1	376	18
ID=MIMAT0000518;Alias=MIMAT0000518;Name=mmu-miR-196a-5p;Derives_from=MI0000552	9	23	0	7	14	3
ID=MIMAT0000518_1;Alias=MIMAT0000518;Name=mmu-miR-196a-5p;Derives_from=MI0000553	4	13	8	6	9	28
ID=MIMAT0000519;Alias=MIMAT0000519;Name=mmu-miR-200a-3p;Derives_from=MI0000554	72	73	51	134	143	159
ID=MIMAT0000520;Alias=MIMAT0000520;Name=mmu-miR-208a-3p;Derives_from=MI0000555	0	0	0	0	0	0
ID=MIMAT0000521;Alias=MIMAT0000521;Name=mmu-let-7a-5p;Derives_from=MI0000556	20	15	13	21	36	15
ID=MIMAT0000521_1;Alias=MIMAT0000521;Name=mmu-let-7a-5p;Derives_from=MI0000557	5191	5401	3015	4798	7118	6147
ID=MIMAT0000522;Alias=MIMAT0000522;Name=mmu-let-7b-5p;Derives_from=MI0000558	174	244	148	233	300	344
ID=MIMAT0000523;Alias=MIMAT0000523;Name=mmu-let-7c-5p;Derives_from=MI0000560	31	2463	82	368	3178	3824
ID=MIMAT0000523_1;Alias=MIMAT0000523;Name=mmu-let-7c-5p;Derives_from=MI0000559	2114	404	1594	2553	615	606
ID=MIMAT0000524;Alias=MIMAT0000524;Name=mmu-let-7e-5p;Derives_from=MI0000561	79	112	62	98	100	201
ID=MIMAT0000525;Alias=MIMAT0000525;Name=mmu-let-7f-5p;Derives_from=MI0000562	2	6	1	1	8	6
ID=MIMAT0000525_1;Alias=MIMAT0000525;Name=mmu-let-7f-5p;Derives_from=MI0000563	7236	9804	3905	6488	7910	11397
ID=MIMAT0000526;Alias=MIMAT0000526;Name=mmu-miR-15a-5p;Derives_from=MI0000564	109	78	52	66	83	45
ID=MIMAT0000527;Alias=MIMAT0000527;Name=mmu-miR-16-5p;Derives_from=MI0000565	4	6	3	14	12	1
ID=MIMAT0000527_1;Alias=MIMAT0000527;Name=mmu-miR-16-5p;Derives_from=MI0000566	4316	4373	2916	5408	6179	6043
ID=MIMAT0000528;Alias=MIMAT0000528;Name=mmu-miR-18a-5p;Derives_from=MI0000567	9	5	12	17	18	12
ID=MIMAT0000529;Alias=MIMAT0000529;Name=mmu-miR-20a-5p;Derives_from=MI0000568	23	19	6	11	17	17
ID=MIMAT0000530;Alias=MIMAT0000530;Name=mmu-miR-21a-5p;Derives_from=MI0000569	730	753	419	625	839	905
ID=MIMAT0000531;Alias=MIMAT0000531;Name=mmu-miR-22-3p;Derives_from=MI0000570	5525	4042	2235	3470	3769	3443
ID=MIMAT0000532;Alias=MIMAT0000532;Name=mmu-miR-23a-3p;Derives_from=MI0000571	28	48	23	25	31	69
ID=MIMAT0000533;Alias=MIMAT0000533;Name=mmu-miR-26a-5p;Derives_from=MI0000706	3755	3628	70	3095	922	4575
ID=MIMAT0000533_1;Alias=MIMAT0000533;Name=mmu-miR-26a-5p;Derives_from=MI0000573	43	748	2296	617	3634	991
ID=MIMAT0000534;Alias=MIMAT0000534;Name=mmu-miR-26b-5p;Derives_from=MI0000575	147	174	98	127	181	179
ID=MIMAT0000535;Alias=MIMAT0000535;Name=mmu-miR-29a-3p;Derives_from=MI0000576	205	172	55	82	113	135
ID=MIMAT0000536;Alias=MIMAT0000536;Name=mmu-miR-29c-3p;Derives_from=MI0000577	3	4	2	2	2	1
ID=MIMAT0000537;Alias=MIMAT0000537;Name=mmu-miR-27a-3p;Derives_from=MI0000578	29	22	34	17	37	18
ID=MIMAT0000538;Alias=MIMAT0000538;Name=mmu-miR-31-5p;Derives_from=MI0000579	9	14	5	12	10	11
ID=MIMAT0000539;Alias=MIMAT0000539;Name=mmu-miR-92a-3p;Derives_from=MI0000719	6660	5258	2612	3927	3473	3863
ID=MIMAT0000539_1;Alias=MIMAT0000539;Name=mmu-miR-92a-3p;Derives_from=MI0000580	81	98	46	53	50	81
ID=MIMAT0000540;Alias=MIMAT0000540;Name=mmu-miR-93-5p;Derives_from=MI0000581	624	507	282	460	573	532
ID=MIMAT0000541;Alias=MIMAT0000541;Name=mmu-miR-96-5p;Derives_from=MI0000583	11	14	4	7	10	15
ID=MIMAT0000542;Alias=MIMAT0000542;Name=mmu-miR-34a-5p;Derives_from=MI0000584	5	14	1	2	12	14
ID=MIMAT0000544;Alias=MIMAT0000544;Name=mmu-miR-129-2-3p;Derives_from=MI0000585	0	0	0	5	1	0
ID=MIMAT0000545;Alias=MIMAT0000545;Name=mmu-miR-98-5p;Derives_from=MI0000586	74	68	33	62	86	92
ID=MIMAT0000546;Alias=MIMAT0000546;Name=mmu-miR-103-3p;Derives_from=MI0000587	102	191	56	83	28	158
ID=MIMAT0000546_1;Alias=MIMAT0000546;Name=mmu-miR-103-3p;Derives_from=MI0000588	84	26	77	100	168	91
ID=MIMAT0000548;Alias=MIMAT0000548;Name=mmu-miR-322-5p;Derives_from=MI0000590	6	5	2	1	3	1
ID=MIMAT0000549;Alias=MIMAT0000549;Name=mmu-miR-322-3p;Derives_from=MI0000590	0	0	0	1	0	1
ID=MIMAT0000551;Alias=MIMAT0000551;Name=mmu-miR-323-3p;Derives_from=MI0000592	0	0	0	0	0	0
ID=MIMAT0000555;Alias=MIMAT0000555;Name=mmu-miR-324-5p;Derives_from=MI0000595	3	6	7	1	6	21
ID=MIMAT0000556;Alias=MIMAT0000556;Name=mmu-miR-324-3p;Derives_from=MI0000595	1	0	0	0	1	0
ID=MIMAT0000558;Alias=MIMAT0000558;Name=mmu-miR-325-5p;Derives_from=MI0000597	0	0	0	0	0	0
ID=MIMAT0000559;Alias=MIMAT0000559;Name=mmu-miR-326-3p;Derives_from=MI0000598	1	0	0	0	0	1
ID=MIMAT0000565;Alias=MIMAT0000565;Name=mmu-miR-328-3p;Derives_from=MI0000603	31	19	13	9	24	24
ID=MIMAT0000567;Alias=MIMAT0000567;Name=mmu-miR-329-3p;Derives_from=MI0000605	0	0	0	0	1	0
ID=MIMAT0000569;Alias=MIMAT0000569;Name=mmu-miR-330-3p;Derives_from=MI0000607	1	0	0	0	1	0
ID=MIMAT0000571;Alias=MIMAT0000571;Name=mmu-miR-331-3p;Derives_from=MI0000609	0	0	0	0	0	0
ID=MIMAT0000578;Alias=MIMAT0000578;Name=mmu-miR-337-3p;Derives_from=MI0000615	0	0	1	0	0	0
ID=MIMAT0000580;Alias=MIMAT0000580;Name=mmu-miR-148b-3p;Derives_from=MI0000617	86	91	40	36	120	63
ID=MIMAT0000582;Alias=MIMAT0000582;Name=mmu-miR-338-3p;Derives_from=MI0000619	3	0	2	6	10	0
ID=MIMAT0000584;Alias=MIMAT0000584;Name=mmu-miR-339-5p;Derives_from=MI0000621	0	0	0	4	0	3
ID=MIMAT0000586;Alias=MIMAT0000586;Name=mmu-miR-340-3p;Derives_from=MI0000623	10	11	4	20	6	11
ID=MIMAT0000588;Alias=MIMAT0000588;Name=mmu-miR-341-3p;Derives_from=MI0000625	0	0	0	0	0	0
ID=MIMAT0000590;Alias=MIMAT0000590;Name=mmu-miR-342-3p;Derives_from=MI0000627	34	24	24	51	30	49
ID=MIMAT0000593;Alias=MIMAT0000593;Name=mmu-miR-344-3p;Derives_from=MI0000630	1	0	0	0	0	0
ID=MIMAT0000593_1;Alias=MIMAT0000593;Name=mmu-miR-344-3p;Derives_from=MI0005495	0	0	0	0	0	0
ID=MIMAT0000595;Alias=MIMAT0000595;Name=mmu-miR-345-5p;Derives_from=MI0000632	4	9	7	1	4	5
ID=MIMAT0000597;Alias=MIMAT0000597;Name=mmu-miR-346-5p;Derives_from=MI0000634	0	0	0	0	0	0
ID=MIMAT0000605;Alias=MIMAT0000605;Name=mmu-miR-350-3p;Derives_from=MI0000640	0	8	4	3	6	5
ID=MIMAT0000609;Alias=MIMAT0000609;Name=mmu-miR-351-5p;Derives_from=MI0000643	22	37	8	12	15	34
ID=MIMAT0000612;Alias=MIMAT0000612;Name=mmu-miR-135b-5p;Derives_from=MI0000646	0	0	0	0	2	0
ID=MIMAT0000616;Alias=MIMAT0000616;Name=mmu-miR-101b-3p;Derives_from=MI0000649	43	32	14	27	44	16
ID=MIMAT0000647;Alias=MIMAT0000647;Name=mmu-miR-107-3p;Derives_from=MI0000684	2	4	2	2	3	5
ID=MIMAT0000648;Alias=MIMAT0000648;Name=mmu-miR-10a-5p;Derives_from=MI0000685	18736	20841	10243	19447	21901	22457
ID=MIMAT0000649;Alias=MIMAT0000649;Name=mmu-miR-17-5p;Derives_from=MI0000687	4	4	4	6	3	3
ID=MIMAT0000650;Alias=MIMAT0000650;Name=mmu-miR-17-3p;Derives_from=MI0000687	6	6	0	5	2	3
ID=MIMAT0000651;Alias=MIMAT0000651;Name=mmu-miR-19a-3p;Derives_from=MI0000688	36	22	15	16	15	10
ID=MIMAT0000652;Alias=MIMAT0000652;Name=mmu-miR-25-3p;Derives_from=MI0000689	1089	817	473	737	809	618
ID=MIMAT0000653;Alias=MIMAT0000653;Name=mmu-miR-28a-5p;Derives_from=MI0000690	9	8	1	8	3	2
ID=MIMAT0000654;Alias=MIMAT0000654;Name=mmu-miR-32-5p;Derives_from=MI0000691	4	1	2	2	4	6
ID=MIMAT0000655;Alias=MIMAT0000655;Name=mmu-miR-100-5p;Derives_from=MI0000692	41	38	11	24	45	26
ID=MIMAT0000656;Alias=MIMAT0000656;Name=mmu-miR-139-5p;Derives_from=MI0000693	6	3	3	4	7	4
ID=MIMAT0000657;Alias=MIMAT0000657;Name=mmu-miR-200c-3p;Derives_from=MI0000694	45	61	34	72	58	68
ID=MIMAT0000658;Alias=MIMAT0000658;Name=mmu-miR-210-3p;Derives_from=MI0000695	4	3	2	1	7	9
ID=MIMAT0000659;Alias=MIMAT0000659;Name=mmu-miR-212-3p;Derives_from=MI0000696	2	2	1	9	7	5
ID=MIMAT0000660;Alias=MIMAT0000660;Name=mmu-miR-181a-1-3p;Derives_from=MI0000697	2	4	4	0	4	3
ID=MIMAT0000661;Alias=MIMAT0000661;Name=mmu-miR-214-3p;Derives_from=MI0000698	1	5	4	1	2	0
ID=MIMAT0000662;Alias=MIMAT0000662;Name=mmu-miR-216a-5p;Derives_from=MI0000699	0	0	0	0	0	1
ID=MIMAT0000663;Alias=MIMAT0000663;Name=mmu-miR-218-5p;Derives_from=MI0000701	0	0	2	2	0	10
ID=MIMAT0000663_1;Alias=MIMAT0000663;Name=mmu-miR-218-5p;Derives_from=MI0000700	1	0	2	2	3	0
ID=MIMAT0000664;Alias=MIMAT0000664;Name=mmu-miR-219a-5p;Derives_from=MI0000702	1	1	0	1	1	0
ID=MIMAT0000664_1;Alias=MIMAT0000664;Name=mmu-miR-219a-5p;Derives_from=MI0000741	0	0	1	0	0	0
ID=MIMAT0000665;Alias=MIMAT0000665;Name=mmu-miR-223-3p;Derives_from=MI0000703	2	2	4	0	3	5
ID=MIMAT0000666;Alias=MIMAT0000666;Name=mmu-miR-320-3p;Derives_from=MI0000704	0	2	0	6	1	9
ID=MIMAT0000667;Alias=MIMAT0000667;Name=mmu-miR-33-5p;Derives_from=MI0000707	0	0	0	0	0	1
ID=MIMAT0000668;Alias=MIMAT0000668;Name=mmu-miR-211-5p;Derives_from=MI0000708	0	0	0	0	2	0
ID=MIMAT0000669;Alias=MIMAT0000669;Name=mmu-miR-221-3p;Derives_from=MI0000709	39	73	15	36	49	37
ID=MIMAT0000670;Alias=MIMAT0000670;Name=mmu-miR-222-3p;Derives_from=MI0000710	20	43	10	24	36	25
ID=MIMAT0000671;Alias=MIMAT0000671;Name=mmu-miR-224-5p;Derives_from=MI0000711	3	3	0	2	1	5
ID=MIMAT0000672;Alias=MIMAT0000672;Name=mmu-miR-199b-5p;Derives_from=MI0000714	3	5	2	1	2	23
ID=MIMAT0000673;Alias=MIMAT0000673;Name=mmu-miR-181b-5p;Derives_from=MI0000723	25	6	13	3	6	5
ID=MIMAT0000673_1;Alias=MIMAT0000673;Name=mmu-miR-181b-5p;Derives_from=MI0000823	0	44	4	16	21	50
ID=MIMAT0000674;Alias=MIMAT0000674;Name=mmu-miR-181c-5p;Derives_from=MI0000724	547	461	267	344	462	463
ID=MIMAT0000677;Alias=MIMAT0000677;Name=mmu-miR-7a-5p;Derives_from=MI0000728	3	6	4	3	13	11
ID=MIMAT0000677_1;Alias=MIMAT0000677;Name=mmu-miR-7a-5p;Derives_from=MI0000729	114	94	65	86	130	100
ID=MIMAT0000678;Alias=MIMAT0000678;Name=mmu-miR-7b-5p;Derives_from=MI0000730	0	3	0	0	1	2
ID=MIMAT0000679;Alias=MIMAT0000679;Name=mmu-miR-217-5p;Derives_from=MI0000731	0	0	0	0	0	0
ID=MIMAT0000704;Alias=MIMAT0000704;Name=mmu-miR-361-5p;Derives_from=MI0000761	0	1	0	0	5	2
ID=MIMAT0000706;Alias=MIMAT0000706;Name=mmu-miR-362-5p;Derives_from=MI0000763	0	0	1	0	0	2
ID=MIMAT0000708;Alias=MIMAT0000708;Name=mmu-miR-363-3p;Derives_from=MI0000765	1	1	2	0	1	0
ID=MIMAT0000711;Alias=MIMAT0000711;Name=mmu-miR-365-3p;Derives_from=MI0001645	1	0	1	0	4	2
ID=MIMAT0000711_1;Alias=MIMAT0000711;Name=mmu-miR-365-3p;Derives_from=MI0000768	0	2	0	0	0	0
ID=MIMAT0000739;Alias=MIMAT0000739;Name=mmu-miR-375-3p;Derives_from=MI0000792	902	752	336	580	696	813
ID=MIMAT0000740;Alias=MIMAT0000740;Name=mmu-miR-376a-3p;Derives_from=MI0000793	0	0	0	0	0	0
ID=MIMAT0000741;Alias=MIMAT0000741;Name=mmu-miR-377-3p;Derives_from=MI0000794	0	1	0	0	0	0
ID=MIMAT0000742;Alias=MIMAT0000742;Name=mmu-miR-378a-5p;Derives_from=MI0000795	2	1	0	0	0	2
ID=MIMAT0000743;Alias=MIMAT0000743;Name=mmu-miR-379-5p;Derives_from=MI0000796	1	4	4	11	10	17
ID=MIMAT0000744;Alias=MIMAT0000744;Name=mmu-miR-380-5p;Derives_from=MI0000797	0	0	0	0	2	0
ID=MIMAT0000745;Alias=MIMAT0000745;Name=mmu-miR-380-3p;Derives_from=MI0000797	0	1	1	0	0	1
ID=MIMAT0000746;Alias=MIMAT0000746;Name=mmu-miR-381-3p;Derives_from=MI0000798	5	11	0	0	2	12
ID=MIMAT0000747;Alias=MIMAT0000747;Name=mmu-miR-382-5p;Derives_from=MI0000799	0	0	0	0	0	0
ID=MIMAT0000748;Alias=MIMAT0000748;Name=mmu-miR-383-5p;Derives_from=MI0000800	0	0	0	0	0	0
ID=MIMAT0000766;Alias=MIMAT0000766;Name=mmu-miR-335-5p;Derives_from=MI0000817	7	6	5	2	4	8
ID=MIMAT0000769;Alias=MIMAT0000769;Name=mmu-miR-133b-3p;Derives_from=MI0000821	0	0	0	0	1	0
ID=MIMAT0000904;Alias=MIMAT0000904;Name=mmu-miR-215-5p;Derives_from=MI0000974	3	2	0	0	1	1
ID=MIMAT0001076;Alias=MIMAT0001076;Name=mmu-miR-384-3p;Derives_from=MI0001146	0	0	0	0	0	0
ID=MIMAT0001081;Alias=MIMAT0001081;Name=mmu-miR-196b-5p;Derives_from=MI0001151	23	40	16	23	46	94
ID=MIMAT0001090;Alias=MIMAT0001090;Name=mmu-miR-409-3p;Derives_from=MI0001160	27	20	4	12	12	10
ID=MIMAT0001091;Alias=MIMAT0001091;Name=mmu-miR-410-3p;Derives_from=MI0001161	20	7	9	11	10	18
ID=MIMAT0001092;Alias=MIMAT0001092;Name=mmu-miR-376b-3p;Derives_from=MI0001162	0	0	0	0	0	2
ID=MIMAT0001093;Alias=MIMAT0001093;Name=mmu-miR-411-3p;Derives_from=MI0001163	0	0	0	0	0	0
ID=MIMAT0001094;Alias=MIMAT0001094;Name=mmu-miR-412-3p;Derives_from=MI0001164	0	0	0	0	0	0
ID=MIMAT0001095;Alias=MIMAT0001095;Name=mmu-miR-370-3p;Derives_from=MI0001165	0	0	0	0	0	1
ID=MIMAT0001342;Alias=MIMAT0001342;Name=mmu-miR-425-3p;Derives_from=MI0001447	0	0	0	4	0	1
ID=MIMAT0001418;Alias=MIMAT0001418;Name=mmu-miR-431-5p;Derives_from=MI0001524	0	0	0	0	0	0
